1; 3194130.0
2; 2782510.0
3; 5287130.0
4; 5783500.0
5; 2590550.0
6; 3512020.0
7; 3614380.0
8; 8510300.0
9; 4443870.0
10; 4893990.0
11; 5384970.0
12; 1.044861E7
13; 6706200.0
14; 6813450.0
15; 8008020.0
16; 1.146428E7
17; 8695620.0
18; 9188750.0
19; 1.419738E7
20; 9864190.0
21; 1.063415E7
22; 1.102244E7
23; 1.138366E7
24; 1.223852E7
25; 1.286663E7
26; 1.293067E7
27; 1.376107E7
28; 1.410793E7
29; 1.469595E7
30; 1.52027E7
31; 1.55722E7
32; 1.638168E7
33; 1.698551E7
34; 2.128528E7
35; 1.921685E7
36; 1.921184E7
37; 1.954104E7
38; 2.013535E7
39; 2.028075E7
40; 2.083811E7
41; 2.144399E7
42; 2.196685E7
43; 2.633459E7
44; 2.329383E7
45; 2.364572E7
46; 2.441523E7
47; 2.544256E7
48; 2.572007E7
49; 2.589822E7
50; 2.633884E7
51; 2.702003E7
52; 2.788988E7
53; 2.81802E7
54; 2.877559E7
55; 2.962205E7
56; 3.03443E7
57; 3.053408E7
58; 3.132759E7
59; 3.160435E7
60; 3.238504E7
61; 3.28945E7
62; 3.363367E7
63; 3.386958E7
64; 3.55362E7
65; 3.550403E7
66; 3.556267E7
67; 3.649978E7
68; 3.715233E7
69; 3.745935E7
70; 3.87712E7
71; 3.880644E7
72; 3.91956E7
73; 3.993302E7
74; 4.056337E7
75; 4.1041E7
76; 4.195504E7
77; 4.64872E7
